Date of Application,Legal Name,Trade Name 2,App NO,Registration Number,Type of PIBO,Application Status
2022-07-16T15:42:27,SAIMEHAR INDUSTRIES,SAIMEHAR INDUSTRIES,2904,20220716082904,Importer,In Progress
2022-07-16T16:22:12,JAKHOTIA POLYCHEM PRIVATE LIMITED,JAKHOTIA POLYCHEM PRIVATE LIMITED,2906,20220716082906,Importer,In Progress
2022-07-25T17:01:45,SURBHI SATCOM PRIVATE LIMITED,M/S SURBHI SATCOM PRIVATE LIMITED,3325,20220725083325,Importer,In Progress
2022-07-18T15:29:35,MAX INDIA OVERSEAS,MAX INDIA OVERSEAS,2975,20220718082975,Importer,In Progress
2022-07-16T20:22:38,KRISHNA TRADING CO,KRISHNA TRADING CO,2920,20220716082920,Importer,In Progress
2022-07-19T20:40:14,Hitangshu Purkayastha,M/s. SANA ENTERPRISE,2922,20220719082922,Importer,In Progress
2022-07-17T16:09:59,SM TRADERS,SM TRADERS,2929,20220717082929,Importer,In Progress
2022-07-18T12:49:32,SHIKHA JAIN,SPRING CHEMICALS,2936,20220718082936,Importer,In Progress
2022-07-18T18:26:47,PRANIJ HEIGHTS INDIA PVT LTD,PRANIJ HEIGHTS INDIA PVT LTD,3001,20220718083001,Importer,In Progress
2022-07-18T20:36:32,Snehal Patel,Unique Poly Films Enterprise,3010,20220718083010,Importer,In Progress
2022-07-23T13:25:41,TECH SERVE,TECH SERVE,3032,20220723083032,Importer,In Progress
2022-07-20T11:09:07,BALAJI IMPEX,BALAJI IMPEX,3070,20220720083070,Importer,In Progress
2022-07-20T15:16:12,SAI GANESH ENTERPRISE,SAI GANESH ENTERPRISE,3124,20220720083124,Importer,In Progress
2022-07-25T13:03:38,MARUTI FLEX TRADERS LLP,MARUTI FLEX TRADERS LLP,3299,20220725083299,Importer,In Progress
2022-07-26T12:58:39,VANSHIKA CHACHRA,VAMANA TECHCHEM,3362,20220726083362,Importer,In Progress
2022-07-22T19:36:00,ANILKUMAR BHAGWATDAYAL GUPTA,KORBIAN INFOTECH,3248,20220722083248,Importer,In Progress
2022-07-21T14:54:12,NAJIM HUSSAIN,NAJIM INTERNATIONAL,3154,20220721083154,Importer,In Progress
2022-07-21T21:25:43,GOKUL AMORCES FACTORY,GOKUL AMORCES FACTORY,3160,20220721083160,Importer,In Progress
2022-07-23T18:40:19,IMA-PG INDIA PRIVATE LIMITED,IMA-PG INDIA PRIVATE LIMITED,3265,20220723083265,Importer,In Progress
2022-07-25T12:17:46,AVT Natural Products Limited,AVT Natural Products Limited,3288,20220725083288,Importer,In Progress
2022-07-25T17:08:31,GOURMADS PRIVATE LIMITED,GOURMADS,3327,20220725083327,Importer,In Progress
2022-08-02T16:13:32,`FORE EXCEL PRIVATE LIMITED,FORE EXCEL PRIVATE LIMITED,3379,20220802083379,Importer,In Progress
2022-07-26T16:17:32,RAKHI KUMARI AGRAWAL,SHAKUNTLA TRADING COMPANY,3382,20220726083382,Importer,In Progress
2022-07-27T19:32:00,THOMSON IMPEX,THOMSON IMPEX,3476,20220727083476,Importer,In Progress
2022-07-31T22:25:38,THOMSON IMPEX,THOMSON IMPEX,3478,20220731083478,Importer,In Progress
2022-07-28T17:08:35,B R PLASTIC INDUSTRIES PRIVATE LIMITED,B R PLASTIC INDUSTRIES PRIVATE LIMITED,3499,20220728083499,Importer,In Progress
2022-07-28T22:06:47,RAMENDRA KUMAR DEB,M/S RAMENDRA KUMAR & CO.,3539,20220728083539,Importer,In Progress
2022-08-03T16:35:30,Ramniklal S. Gosalia & Co,Ramniklal S. Gosalia & Co,3581,20220803083581,Importer,In Progress
2022-07-29T19:10:46,G.D IMAGING PRIVATE LIMITED,G.D IMAGING PRIVATE LIMITED,3622,20220729083622,Importer,In Progress
2022-08-12T16:30:34,Glanbia Perfromance Nutrition India Pvt. Ltd.,Glanbia Perfromance Nutrition India Pvt. Ltd.,3672,20220812083672,Importer,In Progress
2022-08-06T18:18:59,PARMESHWAR OVERSEAS TRADE,PARMESHWAR OVERSEAS TRADE,3877,20220806083877,Importer,In Progress
2022-08-01T16:22:53,garg international,garg international,3753,20220801083753,Importer,In Progress
2022-08-03T11:21:25,ESSAR IMPEX,ESSAR IMPEX,3867,20220803083867,Importer,In Progress
2022-08-03T10:07:25,3M INDIA LIMITED,3M,3859,20220803083859,Importer,In Progress
2022-08-06T11:08:10,kalu pal,kk  ENTERPRISE,4180,20220806084180,Importer,In Progress
2022-08-03T10:36:26,3M ELECTRO AND COMMUNICATION INDIA PRIVATE LIMITED,3M,3862,20220803083862,Importer,In Progress
2022-08-11T13:37:01,AMAR RADIO CORPORATION,AMAR RADIO CORPORATION,3912,20220811083912,Importer,In Progress
2022-08-03T18:34:53,RATTANDEEP SINGH,SERENITY HEALTHCARE,3944,20220803083944,Importer,In Progress
2022-08-03T20:29:51,PANEL OPTODISPLAY TECHNOLOGY PRIVATE LIMITED,PANEL OPTODISPLAY TECHNOLOGY PRIVATE LIMITED,3948,20220803083948,Importer,In Progress
2022-08-04T17:36:26,Haresh Dilip Enterprise,Haresh Dilip Enterprise,4011,20220804084011,Importer,In Progress
2022-08-04T17:37:03,RATTANDEEP SINGH AND SONS (HUF),SERENITY HEALTHCARE,4023,20220804084023,Importer,In Progress
2022-08-06T18:07:35,Jitendra Bothra,M/s. Shree Karni Marketing,4169,20220806084169,Importer,In Progress
2022-08-08T16:31:07,ANIKA GLOBAL TRADING PRIVATE LIMITED,ANIKA GLOBAL TRADING PRIVATE LIMITED,4299,20220808084299,Importer,In Progress
2022-08-06T18:58:21,AYUSH PHARMA AND CHEM LLP,AYUSH PHARMA AND CHEM LLP,4252,20220806084252,Importer,In Progress
2022-08-08T16:00:06,AHMED MOHMED SALEEM KALIWALA,KALIWALA PLASTIC,4305,20220808084305,Importer,In Progress
2022-08-10T11:36:18,AVA CHEMICALS PVT LTD,AVA CHEMICALS PVT LTD,4385,20220810084385,Importer,In Progress
2022-08-12T16:38:13,TOC TECH INDIA PRIVATE LIMITED,TOC TECH INDIA PRIVATE LIMITED,4484,20220812084484,Importer,In Progress
